"industry","year","month","sales"
"Automotive",2013,4,7460
"Automotive",2013,4,61550
"Automotive",2013,4,69010
"Automotive",2013,5,65939
"Automotive",2013,5,86900
"Automotive",2013,5,79443
"Automotive",2013,5,7457
"Automotive",2013,5,7250
"Automotive",2013,5,73189
"Automotive",2013,6,75609
"Automotive",2013,6,62718
"Automotive",2013,6,7039
"Automotive",2013,6,7185
"Automotive",2013,6,82794
"Automotive",2013,6,69757
"Automotive",2013,7,7042
"Automotive",2013,7,86266
"Automotive",2013,7,78799
"Automotive",2013,7,73338
"Automotive",2013,7,66296
"Automotive",2013,7,7467
"Automotive",2013,8,88955
"Automotive",2013,8,7706
"Automotive",2013,8,7359
"Automotive",2013,8,68506
"Automotive",2013,8,75865
"Automotive",2013,8,81249
"Automotive",2013,9,75785
"Automotive",2013,9,6975
"Automotive",2013,9,6329
"Automotive",2013,9,58254
"Automotive",2013,9,64583
"Automotive",2013,9,68810
"Automotive",2013,10,79121
"Automotive",2013,10,71380
"Automotive",2013,10,67362
"Automotive",2013,10,60581
"Automotive",2013,10,6781
"Automotive",2013,10,7741
"Automotive",2013,11,6280
"Automotive",2013,11,75737
"Automotive",2013,11,7075
"Automotive",2013,11,68662
"Automotive",2013,11,65183
"Automotive",2013,11,58903
"Automotive",2013,12,6791
"Automotive",2013,12,78568
"Automotive",2013,12,5684
"Automotive",2013,12,62951
"Automotive",2013,12,68635
"Automotive",2013,12,71777
"Automotive",2014,1,64100
"Automotive",2014,1,70742
"Automotive",2014,1,6642
"Automotive",2014,1,6169
"Automotive",2014,1,54761
"Automotive",2014,1,60930
"Automotive",2014,2,68665
"Automotive",2014,2,6704
"Automotive",2014,2,75369
"Automotive",2014,2,8162
"Automotive",2014,2,56522
"Automotive",2014,2,64684
"Automotive",2014,3,90975
"Automotive",2014,3,83493
"Automotive",2014,3,78044
"Automotive",2014,3,69328
"Automotive",2014,3,8716
"Automotive",2014,3,7482
"Automotive",2014,4,7433
"Automotive",2014,4,7740
"Automotive",2014,4,67217
"Automotive",2014,4,74957
"Automotive",2014,4,80998
"Automotive",2014,4,88431
"Automotive",2014,5,79503
"Automotive",2014,5,71666
"Automotive",2014,5,7837
"Automotive",2014,5,7488
"Automotive",2014,5,93731
"Automotive",2014,5,86243
"Automotive",2014,6,73619
"Automotive",2014,6,87192
"Automotive",2014,6,79885
"Automotive",2014,6,65935
"Automotive",2014,6,7684
"Automotive",2014,6,7307
"Automotive",2014,7,7560
"Automotive",2014,7,91783
"Automotive",2014,7,84223
"Automotive",2014,7,78133
"Automotive",2014,7,70331
"Automotive",2014,7,7802
"Automotive",2014,8,72401
"Automotive",2014,8,93165
"Automotive",2014,8,85688
"Automotive",2014,8,7477
"Automotive",2014,8,80489
"Automotive",2014,8,8088
"Automotive",2014,9,64089
"Automotive",2014,9,7183
"Automotive",2014,9,7730
"Automotive",2014,9,71819
"Automotive",2014,9,76695
"Automotive",2014,9,83878
"Automotive",2014,10,7637
"Automotive",2014,10,8087
"Automotive",2014,10,64849
"Automotive",2014,10,72936
"Automotive",2014,10,77236
"Automotive",2014,10,84873
"Automotive",2014,11,6954
"Automotive",2014,11,7147
"Automotive",2014,11,72341
"Automotive",2014,11,79488
"Automotive",2014,11,69083
"Automotive",2014,11,62129
"Automotive",2014,12,7139
"Automotive",2014,12,87113
"Automotive",2014,12,69655
"Automotive",2014,12,76794
"Automotive",2014,12,80365
"Automotive",2014,12,6748
"Automotive",2015,1,7602
"Automotive",2015,1,6650
"Automotive",2015,1,61352
"Automotive",2015,1,68954
"Automotive",2015,1,72346
"Automotive",2015,1,78996
"Automotive",2015,2,60207
"Automotive",2015,2,9315
"Automotive",2015,2,6754
"Automotive",2015,2,69522
"Automotive",2015,2,73397
"Automotive",2015,2,80151
"Automotive",2015,3,89426
"Automotive",2015,3,83366
"Automotive",2015,3,73785
"Automotive",2015,3,97167
"Automotive",2015,3,9581
"Automotive",2015,3,7741
"Automotive",2015,4,70997
"Automotive",2015,4,7718
"Automotive",2015,4,94425
"Automotive",2015,4,86707
"Automotive",2015,4,80225
"Automotive",2015,4,9228
"Automotive",2015,5,7684
"Automotive",2015,5,8803
"Automotive",2015,5,74860
"Automotive",2015,5,83663
"Automotive",2015,5,90528
"Automotive",2015,5,98212
"Automotive",2015,6,95392
"Automotive",2015,6,80525
"Automotive",2015,6,71930
"Automotive",2015,6,8595
"Automotive",2015,6,87307
"Automotive",2015,6,8085
"Automotive",2015,7,8638
"Automotive",2015,7,8212
"Automotive",2015,7,98616
"Automotive",2015,7,90404
"Automotive",2015,7,84187
"Automotive",2015,7,75549
"Automotive",2015,8,8609
"Automotive",2015,8,7863
"Automotive",2015,8,98787
"Automotive",2015,8,90924
"Automotive",2015,8,85270
"Automotive",2015,8,76661
"Automotive",2015,9,84006
"Automotive",2015,9,91617
"Automotive",2015,9,78849
"Automotive",2015,9,70931
"Automotive",2015,9,7918
"Automotive",2015,9,7611
"Automotive",2015,10,70389
"Automotive",2015,10,91261
"Automotive",2015,10,83299
"Automotive",2015,10,7962
"Automotive",2015,10,8135
"Automotive",2015,10,78524
"Automotive",2015,11,77548
"Automotive",2015,11,84896
"Automotive",2015,11,7381
"Automotive",2015,11,73840
"Automotive",2015,11,7348
"Automotive",2015,11,66459
"Automotive",2015,12,86732
"Automotive",2015,12,94001
"Automotive",2015,12,82313
"Automotive",2015,12,75047
"Automotive",2015,12,7266
"Automotive",2015,12,7269
"Automotive",2016,1,70374
"Automotive",2016,1,73947
"Automotive",2016,1,62553
"Automotive",2016,1,7821
"Automotive",2016,1,6924
"Automotive",2016,1,80871
"Automotive",2016,2,90183
"Automotive",2016,2,78298
"Automotive",2016,2,67782
"Automotive",2016,2,10516
"Automotive",2016,2,7306
"Automotive",2016,2,82877
"Automotive",2016,3,92997
"Automotive",2016,3,101176
"Automotive",2016,3,86364
"Automotive",2016,3,76176
"Automotive",2016,3,10188
"Automotive",2016,3,8179
"Automotive",2016,4,90036
"Automotive",2016,4,97711
"Automotive",2016,4,83096
"Automotive",2016,4,73782
"Automotive",2016,4,9314
"Automotive",2016,4,7675
"Automotive",2016,5,84019
"Automotive",2016,5,98936
"Automotive",2016,5,91144
"Automotive",2016,5,75322
"Automotive",2016,5,8697
"Automotive",2016,5,7792
"Automotive",2016,6,90398
"Automotive",2016,6,8166
"Automotive",2016,6,9110
"Automotive",2016,6,98564
"Automotive",2016,6,73961
"Automotive",2016,6,83071
"Automotive",2016,7,99875
"Automotive",2016,7,7751
"Automotive",2016,7,8950
"Automotive",2016,7,76660
"Automotive",2016,7,85610
"Automotive",2016,7,92124
"Automotive",2016,8,80408
"Automotive",2016,8,96080
"Automotive",2016,8,89912
"Automotive",2016,8,104299
"Automotive",2016,8,8219
"Automotive",2016,8,9504
"Automotive",2016,9,73950
"Automotive",2016,9,95709
"Automotive",2016,9,88013
"Automotive",2016,9,82562
"Automotive",2016,9,8612
"Automotive",2016,9,7696
"Automotive",2016,10,93012
"Automotive",2016,10,85215
"Automotive",2016,10,80500
"Automotive",2016,10,71515
"Automotive",2016,10,8985
"Automotive",2016,10,7797
"Automotive",2016,11,82871
"Automotive",2016,11,78754
"Automotive",2016,11,70726
"Automotive",2016,11,8028
"Automotive",2016,11,7472
"Automotive",2016,11,90343
"Automotive",2016,12,93365
"Automotive",2016,12,8635
"Automotive",2016,12,7676
"Automotive",2016,12,80617
"Automotive",2016,12,89252
"Automotive",2016,12,101041
"Automotive",2017,1,7019
"Automotive",2017,1,8660
"Automotive",2017,1,65945
"Automotive",2017,1,74605
"Automotive",2017,1,78183
"Automotive",2017,1,85202
"Automotive",2017,2,82497
"Automotive",2017,2,6933
"Automotive",2017,2,9775
"Automotive",2017,2,67919
"Automotive",2017,2,77694
"Automotive",2017,2,89430
"Automotive",2017,3,8365
"Automotive",2017,3,11148
"Automotive",2017,3,79960
"Automotive",2017,3,91108
"Automotive",2017,3,97942
"Automotive",2017,3,106307
"Automotive",2017,4,7681
"Automotive",2017,4,9394
"Automotive",2017,4,72876
"Automotive",2017,4,82270
"Automotive",2017,4,89649
"Automotive",2017,4,97330
"Automotive",2017,5,79737
"Automotive",2017,5,89625
"Automotive",2017,5,97511
"Automotive",2017,5,105651
"Automotive",2017,5,8140
"Automotive",2017,5,9888
"Automotive",2017,6,8153
"Automotive",2017,6,94457
"Automotive",2017,6,76461
"Automotive",2017,6,9938
"Automotive",2017,6,86399
"Automotive",2017,6,102610
"Automotive",2017,7,102241
"Automotive",2017,7,7906
"Automotive",2017,7,9682
"Automotive",2017,7,77686
"Automotive",2017,7,87368
"Automotive",2017,7,94335
"Automotive",2017,8,8275
"Automotive",2017,8,104798
"Automotive",2017,8,96523
"Automotive",2017,8,89966
"Automotive",2017,8,80178
"Automotive",2017,8,9788
"Automotive",2017,9,92136
"Automotive",2017,9,7828
"Automotive",2017,9,9417
"Automotive",2017,9,77018
"Automotive",2017,9,99964
"Automotive",2017,9,86435
"Automotive",2017,10,7955
"Automotive",2017,10,89420
"Automotive",2017,10,84362
"Automotive",2017,10,75069
"Automotive",2017,10,97375
"Automotive",2017,10,9293
"Automotive",2017,11,82596
"Automotive",2017,11,7774
"Automotive",2017,11,94718
"Automotive",2017,11,73853
"Automotive",2017,11,8743
"Automotive",2017,11,86944
"Automotive",2017,12,7414
"Automotive",2017,12,92656
"Automotive",2017,12,100070
"Automotive",2017,12,8374
"Automotive",2017,12,79785
"Automotive",2017,12,88159
"Automotive",2018,1,80938
"Automotive",2018,1,7238
"Automotive",2018,1,9001
"Automotive",2018,1,88176
"Automotive",2018,1,67831
"Automotive",2018,1,76832
"Automotive",2018,2,10116
"Automotive",2018,2,7025
"Automotive",2018,2,67580
"Automotive",2018,2,82623
"Automotive",2018,2,89648
"Automotive",2018,2,77696
"Automotive",2018,3,11483
"Automotive",2018,3,83004
"Automotive",2018,3,94487
"Automotive",2018,3,8315
"Automotive",2018,3,101345
"Automotive",2018,3,109660
"Automotive",2018,4,99385
"Automotive",2018,4,84285
"Automotive",2018,4,74537
"Automotive",2018,4,9748
"Automotive",2018,4,7767
"Automotive",2018,4,91618
"Automotive",2018,5,100782
"Automotive",2018,5,8383
"Automotive",2018,5,10327
"Automotive",2018,5,82287
"Automotive",2018,5,92614
"Automotive",2018,5,109165
"Automotive",2018,6,78447
"Automotive",2018,6,8200
"Automotive",2018,6,10006
"Automotive",2018,6,104825
"Automotive",2018,6,96625
"Automotive",2018,6,88453
"Automotive",2018,7,8206
"Automotive",2018,7,103793
"Automotive",2018,7,95587
"Automotive",2018,7,88430
"Automotive",2018,7,78402
"Automotive",2018,7,10028
"Automotive",2018,8,108424
"Automotive",2018,8,10354
"Automotive",2018,8,8519
"Automotive",2018,8,82388
"Automotive",2018,8,92742
"Automotive",2018,8,99905
"Automotive",2018,9,7764
"Automotive",2018,9,96021
"Automotive",2018,9,88257
"Automotive",2018,9,82473
"Automotive",2018,9,73247
"Automotive",2018,9,9226
"Automotive",2018,10,8440
"Automotive",2018,10,9413
"Automotive",2018,10,75864
"Automotive",2018,10,85277
"Automotive",2018,10,90680
"Automotive",2018,10,99120
"Automotive",2018,11,95414
"Automotive",2018,11,7873
"Automotive",2018,11,8967
"Automotive",2018,11,73766
"Automotive",2018,11,82733
"Automotive",2018,11,87541
"Automotive",2018,12,89663
"Automotive",2018,12,8690
"Automotive",2018,12,7217
"Automotive",2018,12,101310
"Automotive",2018,12,94093
"Automotive",2018,12,80973
"Automotive",2019,1,80894
"Automotive",2019,1,7258
"Automotive",2019,1,9218
"Automotive",2019,1,67212
"Automotive",2019,1,76430
"Automotive",2019,1,88152
"Automotive",2019,2,7155
"Automotive",2019,2,82826
"Automotive",2019,2,77833
"Automotive",2019,2,67726
"Automotive",2019,2,89981
"Automotive",2019,2,10107
"Automotive",2019,3,110658
"Automotive",2019,3,102237
"Automotive",2019,3,95149
"Automotive",2019,3,82765
"Automotive",2019,3,12384
"Automotive",2019,3,8421
"Automotive",2019,4,103656
"Automotive",2019,4,95380
"Automotive",2019,4,87858
"Automotive",2019,4,77114
"Automotive",2019,4,10744
"Automotive",2019,4,8276
"Automotive",2019,5,112050
"Automotive",2019,5,103488
"Automotive",2019,5,95059
"Automotive",2019,5,84145
"Automotive",2019,5,10914
"Automotive",2019,5,8562
"Automotive",2019,6,104805
"Automotive",2019,6,96663
"Automotive",2019,6,88735
"Automotive",2019,6,78334
"Automotive",2019,6,10401
"Automotive",2019,6,8142
"Automotive",2019,7,109250
"Automotive",2019,7,8469
"Automotive",2019,7,10553
"Automotive",2019,7,82621
"Automotive",2019,7,93174
"Automotive",2019,7,100781
"Automotive",2019,8,98663
"Automotive",2019,8,8689
"Automotive",2019,8,10621
"Automotive",2019,8,88042
"Automotive",2019,8,105737
"Automotive",2019,8,114426
"Automotive",2019,9,99156
"Automotive",2019,9,7840
"Automotive",2019,9,9667
"Automotive",2019,9,75963
"Automotive",2019,9,85630
"Automotive",2019,9,91316
"Automotive",2019,10,8614
"Automotive",2019,10,103096
"Automotive",2019,10,94482
"Automotive",2019,10,89087
"Automotive",2019,10,79167
"Automotive",2019,10,9920
"Automotive",2019,11,100229
"Automotive",2019,11,92317
"Automotive",2019,11,87520
"Automotive",2019,11,78006
"Automotive",2019,11,9514
"Automotive",2019,11,7912
"Automotive",2019,12,102285
"Automotive",2019,12,94835
"Automotive",2019,12,90411
"Automotive",2019,12,81741
"Automotive",2019,12,8670
"Automotive",2019,12,7450
"Automotive",2020,1,7525
"Automotive",2020,1,8862
"Automotive",2020,1,70881
"Automotive",2020,1,79743
"Automotive",2020,1,84229
"Automotive",2020,1,91754
"Automotive",2020,2,95877
"Automotive",2020,2,72930
"Automotive",2020,2,10409
"Automotive",2020,2,7229
"Automotive",2020,2,83339
"Automotive",2020,2,88648
"Automotive",2020,3,72964
"Automotive",2020,3,58108
"Automotive",2020,3,9045
"Automotive",2020,3,7470
"Automotive",2020,3,80434
"Automotive",2020,3,67153
"Automotive",2020,4,54970
"Automotive",2020,4,6966
"Automotive",2020,4,6163
"Automotive",2020,4,48807
"Automotive",2020,4,67654
"Automotive",2020,4,60688
"Automotive",2020,5,75633
"Automotive",2020,5,8492
"Automotive",2020,5,10126
"Automotive",2020,5,85759
"Automotive",2020,5,95842
"Automotive",2020,5,104334
"Automotive",2020,6,110900
"Automotive",2020,6,101637
"Automotive",2020,6,90539
"Automotive",2020,6,79262
"Automotive",2020,6,11277
"Automotive",2020,6,9263
"Automotive",2020,7,112696
"Automotive",2020,7,103574
"Automotive",2020,7,93868
"Automotive",2020,7,82206
"Automotive",2020,7,11662
"Automotive",2020,7,9122
"Automotive",2020,8,112191
"Automotive",2020,8,103251
"Automotive",2020,8,94808
"Automotive",2020,8,83380
"Automotive",2020,8,11428
"Automotive",2020,8,8940
"Automotive",2020,9,83179
"Automotive",2020,9,8572
"Automotive",2020,9,10344
"Automotive",2020,9,93523
"Automotive",2020,9,100698
"Automotive",2020,9,109270
"Automotive",2020,10,110899
"Automotive",2020,10,8688
"Automotive",2020,10,10217
"Automotive",2020,10,84848
"Automotive",2020,10,95065
"Automotive",2020,10,102211
"Automotive",2020,11,91927
"Automotive",2020,11,86084
"Automotive",2020,11,99804
"Automotive",2020,11,76816
"Automotive",2020,11,9268
"Automotive",2020,11,7877
"Automotive",2020,12,7839
"Automotive",2020,12,112491
"Automotive",2020,12,104652
"Automotive",2020,12,98321
"Automotive",2020,12,89444
"Automotive",2020,12,8877
"Automotive",2021,1,9726
"Automotive",2021,1,7686
"Automotive",2021,1,100629
"Automotive",2021,1,92943
"Automotive",2021,1,87117
"Automotive",2021,1,77391
"Automotive",2021,2,85259
"Automotive",2021,2,91835
"Automotive",2021,2,99324
"Automotive",2021,2,7489
"Automotive",2021,2,10385
"Automotive",2021,2,74874
"Automotive",2021,3,10168
"Automotive",2021,3,141659
"Automotive",2021,3,131491
"Automotive",2021,3,120463
"Automotive",2021,3,104050
"Automotive",2021,3,16413
"Automotive",2021,4,15534
"Automotive",2021,4,138891
"Automotive",2021,4,129053
"Automotive",2021,4,117514
"Automotive",2021,4,101980
"Automotive",2021,4,9838
"Automotive",2021,5,14269
"Automotive",2021,5,9420
"Automotive",2021,5,102538
"Automotive",2021,5,116807
"Automotive",2021,5,128180
"Automotive",2021,5,137600
"Automotive",2021,6,9673
"Automotive",2021,6,132297
"Automotive",2021,6,122624
"Automotive",2021,6,111154
"Automotive",2021,6,96934
"Automotive",2021,6,14220
"Automotive",2021,7,9704
"Automotive",2021,7,129123
"Automotive",2021,7,95559
"Automotive",2021,7,13610
"Automotive",2021,7,109169
"Automotive",2021,7,119419
"Automotive",2021,8,90256
"Automotive",2021,8,9829
"Automotive",2021,8,14106
"Automotive",2021,8,123620
"Automotive",2021,8,113791
"Automotive",2021,8,104362
"Automotive",2021,9,86553
"Automotive",2021,9,109222
"Automotive",2021,9,118654
"Automotive",2021,9,100594
"Automotive",2021,9,9432
"Automotive",2021,9,14041
"Automotive",2021,10,110342
"Automotive",2021,10,9844
"Automotive",2021,10,14267
"Automotive",2021,10,87437
"Automotive",2021,10,101704
"Automotive",2021,10,120186
"Automotive",2021,11,13013
"Automotive",2021,11,9437
"Automotive",2021,11,115837
"Automotive",2021,11,106400
"Automotive",2021,11,98587
"Automotive",2021,11,85574
"Automotive",2021,12,122304
"Automotive",2021,12,9565
"Automotive",2021,12,12619
"Automotive",2021,12,92521
"Automotive",2021,12,105140
"Automotive",2021,12,112739
"Automotive",2022,1,104500
"Automotive",2022,1,9047
"Automotive",2022,1,12247
"Automotive",2022,1,84442
"Automotive",2022,1,113548
"Automotive",2022,1,96689
"Automotive",2022,2,8879
"Automotive",2022,2,12861
"Automotive",2022,2,86147
"Automotive",2022,2,116991
"Automotive",2022,2,108112
"Automotive",2022,2,99008
"Automotive",2022,3,140108
"Automotive",2022,3,10781
"Automotive",2022,3,15906
"Automotive",2022,3,101277
"Automotive",2022,3,117183
"Automotive",2022,3,129327
"Automotive",2022,4,14696
"Automotive",2022,4,100066
"Automotive",2022,4,114762
"Automotive",2022,4,137296
"Automotive",2022,4,126870
"Automotive",2022,4,10426
"Automotive",2022,5,10709
"Automotive",2022,5,132017
"Automotive",2022,5,121308
"Automotive",2022,5,109724
"Automotive",2022,5,95567
"Automotive",2022,5,14157
"Automotive",2022,6,121771
"Automotive",2022,6,109501
"Automotive",2022,6,10788
"Automotive",2022,6,14196
"Automotive",2022,6,95305
"Automotive",2022,6,132559
"Automotive",2022,7,127665
"Automotive",2022,7,10454
"Automotive",2022,7,13667
"Automotive",2022,7,92026
"Automotive",2022,7,105693
"Automotive",2022,7,117211
"Automotive",2022,8,11169
"Automotive",2022,8,124722
"Automotive",2022,8,135891
"Automotive",2022,8,14706
"Automotive",2022,8,99049
"Automotive",2022,8,113755
"Automotive",2022,9,125179
"Automotive",2022,9,91670
"Automotive",2022,9,13182
"Automotive",2022,9,114453
"Automotive",2022,9,10726
"Automotive",2022,9,104852
"Automotive",2022,10,94219
"Automotive",2022,10,126610
"Automotive",2022,10,115898
"Automotive",2022,10,106996
"Automotive",2022,10,12777
"Automotive",2022,10,10712
"Automotive",2022,11,11610
"Automotive",2022,11,88587
"Automotive",2022,11,100197
"Automotive",2022,11,10385
"Automotive",2022,11,107017
"Automotive",2022,11,117402
"Automotive",2022,12,105829
"Automotive",2022,12,10117
"Automotive",2022,12,10806
"Automotive",2022,12,95023
"Automotive",2022,12,112546
"Automotive",2022,12,122663
"Fashion & Accessories",2010,1,1706
"Fashion & Accessories",2010,1,1496
"Fashion & Accessories",2010,1,945
"Fashion & Accessories",2010,1,4971
"Fashion & Accessories",2010,1,2304
"Fashion & Accessories",2010,1,476
"Fashion & Accessories",2010,1,9902
"Fashion & Accessories",2010,1,13216
"Fashion & Accessories",2010,2,2041
"Fashion & Accessories",2010,2,2093
"Fashion & Accessories",2010,2,14816
"Fashion & Accessories",2010,2,10568
"Fashion & Accessories",2010,2,471
"Fashion & Accessories",2010,2,2480
"Fashion & Accessories",2010,2,5593
"Fashion & Accessories",2010,2,869
"Fashion & Accessories",2010,3,941
"Fashion & Accessories",2010,3,2345
"Fashion & Accessories",2010,3,17390
"Fashion & Accessories",2010,3,13125
"Fashion & Accessories",2010,3,568
"Fashion & Accessories",2010,3,3293
"Fashion & Accessories",2010,3,1783
"Fashion & Accessories",2010,3,6875
"Fashion & Accessories",2010,4,3334
"Fashion & Accessories",2010,4,1794
"Fashion & Accessories",2010,4,2223
"Fashion & Accessories",2010,4,938
"Fashion & Accessories",2010,4,6725
"Fashion & Accessories",2010,4,630
"Fashion & Accessories",2010,4,12899
"Fashion & Accessories",2010,4,17042
"Fashion & Accessories",2010,5,627
"Fashion & Accessories",2010,5,3308
"Fashion & Accessories",2010,5,6875
"Fashion & Accessories",2010,5,991
"Fashion & Accessories",2010,5,2216
"Fashion & Accessories",2010,5,2245
"Fashion & Accessories",2010,5,13124
"Fashion & Accessories",2010,5,17727
"Fashion & Accessories",2010,6,12164
"Fashion & Accessories",2010,6,2995
"Fashion & Accessories",2010,6,6334
"Fashion & Accessories",2010,6,984
"Fashion & Accessories",2010,6,2026
"Fashion & Accessories",2010,6,1802
