,month,year,naics_Code,kind_of_business,industry,sales
5360,9,2015,44611.0,Pharmacies and drug stores,Health & Personal Care,21485.0
5361,9,2015,447.0,Gasoline stations,Fuel & Gasoline,37681.0
5362,9,2015,448.0,Clothing and clothing access. stores,Fashion & Accessories,19266.0
5363,9,2015,4481.0,Clothing stores,Fashion & Accessories,14350.0
5364,9,2015,44811.0,Men's clothing stores,Fashion & Accessories,739.0
5365,9,2015,44812.0,Women's clothing stores,Fashion & Accessories,3105.0
5366,9,2015,44814.0,Family clothing stores,Fashion & Accessories,7738.0
5367,9,2015,44819.0,Other clothing stores,Fashion & Accessories,1286.0
5368,9,2015,4482.0,Shoe stores,Fashion & Accessories,2679.0
5369,9,2015,44831.0,Jewelry stores,Fashion & Accessories,2035.0
5370,9,2015,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6850.0
5371,9,2015,45111.0,Sporting goods stores,Sports & Recreation,3697.0
5372,9,2015,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1280.0
5373,9,2015,451211.0,Book stores,Sports & Recreation,1052.0
5374,9,2015,452.0,General merchandise stores,General Merchandise,52186.0
5375,9,2015,4521.0,Department stores,General Merchandise,12095.0
5376,9,2015,452111.0,Department stores(excl. discount department stores),General Merchandise,4180.0
5377,9,2015,452112.0,Discount dept. stores,General Merchandise,7915.0
5378,9,2015,4529.0,Other general merchandise stores,General Merchandise,40091.0
5379,9,2015,45291.0,Warehouse clubs and superstores,Food & Beverage,34733.0
5380,9,2015,45299.0,All other gen. merchandise stores,General Merchandise,5358.0
5381,9,2015,453.0,Miscellaneous store retailers,Miscellaneous,9691.0
5382,9,2015,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2669.0
5383,9,2015,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1290.0
5384,9,2015,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1379.0
5385,9,2015,45330.0,Used merchandise stores,Miscellaneous,1402.0
5386,9,2015,454.0,Nonstore retailers,Miscellaneous,39367.0
5387,9,2015,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,33617.0
5388,9,2015,45431.0,Fuel dealers,Fuel & Gasoline,1796.0
5389,9,2015,722.0,Food services and drinking places,Restaurants & Bars,50770.0
5390,9,2015,7224.0,Drinking places,Restaurants & Bars,1786.0
5391,9,2015,7225.0,Restaurants and other eating places,Restaurants & Bars,43531.0
5392,9,2015,722511.0,Full service restaurants,Restaurants & Bars,21584.0
5393,9,2015,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,21947.0
5394,10,2015,441.0,Motor vehicle and parts dealers,Automotive,91261.0
5395,10,2015,"4411,4412",Automobile and other motor vehicle dealers,Automotive,83299.0
5396,10,2015,4411.0,Automobile dealers,Automotive,78524.0
5397,10,2015,44111.0,New car dealers,Automotive,70389.0
5398,10,2015,44112,Used car dealers,Automotive,8135.0
5399,10,2015,4413.0,"Automotive parts, acc., and tire stores",Automotive,7962.0
5400,10,2015,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17031.0
5401,10,2015,442.0,Furniture and home furnishings stores,Home Goods & Electronics,9241.0
5402,10,2015,4421.0,Furniture stores,Home Goods & Electronics,4999.0
5403,10,2015,4422.0,Home furnishings stores,Home Goods & Electronics,4242.0
5404,10,2015,44221.0,Floor covering stores,Home Goods & Electronics,1802.0
5405,10,2015,442299.0,All other home furnishings stores,Home Goods & Electronics,2321.0
5406,10,2015,443.0,Electronics and appliance stores,Home Goods & Electronics,7790.0
5407,10,2015,443141.0,Household appliance stores,Home Goods & Electronics,1398.0
5408,10,2015,443142.0,Electronics stores,Home Goods & Electronics,6392.0
5409,10,2015,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,27669.0
5410,10,2015,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,24378.0
5411,10,2015,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,950.0
5412,10,2015,44413.0,Hardware stores,Home Goods & Building Supplies,2063.0
5413,10,2015,445.0,Food and beverage stores,Food & Beverage,57684.0
5414,10,2015,4451.0,Grocery stores,Food & Beverage,51794.0
5415,10,2015,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,49665.0
5416,10,2015,4453.0,"Beer, wine, and liquor stores",Food & Beverage,4145.0
5417,10,2015,446.0,Health and personal care stores,Health & Personal Care,26131.0
5418,10,2015,44611.0,Pharmacies and drug stores,Health & Personal Care,22081.0
5419,10,2015,447.0,Gasoline stations,Fuel & Gasoline,38123.0
5420,10,2015,448.0,Clothing and clothing access. stores,Fashion & Accessories,20794.0
5421,10,2015,4481.0,Clothing stores,Fashion & Accessories,15645.0
5422,10,2015,44811.0,Men's clothing stores,Fashion & Accessories,796.0
5423,10,2015,44812.0,Women's clothing stores,Fashion & Accessories,3424.0
5424,10,2015,44814.0,Family clothing stores,Fashion & Accessories,8574.0
5425,10,2015,44819.0,Other clothing stores,Fashion & Accessories,1316.0
5426,10,2015,4482.0,Shoe stores,Fashion & Accessories,2774.0
5427,10,2015,44831.0,Jewelry stores,Fashion & Accessories,2163.0
5428,10,2015,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6423.0
5429,10,2015,45111.0,Sporting goods stores,Sports & Recreation,3468.0
5430,10,2015,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1430.0
5431,10,2015,451211.0,Book stores,Sports & Recreation,709.0
5432,10,2015,452.0,General merchandise stores,General Merchandise,56247.0
5433,10,2015,4521.0,Department stores,General Merchandise,13040.0
5434,10,2015,452111.0,Department stores(excl. discount department stores),General Merchandise,4416.0
5435,10,2015,452112.0,Discount dept. stores,General Merchandise,8624.0
5436,10,2015,4529.0,Other general merchandise stores,General Merchandise,43207.0
5437,10,2015,45291.0,Warehouse clubs and superstores,Food & Beverage,37411.0
5438,10,2015,45299.0,All other gen. merchandise stores,General Merchandise,5796.0
5439,10,2015,453.0,Miscellaneous store retailers,Miscellaneous,10278.0
5440,10,2015,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,3097.0
5441,10,2015,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1125.0
5442,10,2015,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1972.0
5443,10,2015,45330.0,Used merchandise stores,Miscellaneous,1530.0
5444,10,2015,454.0,Nonstore retailers,Miscellaneous,40963.0
5445,10,2015,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,34579.0
5446,10,2015,45431.0,Fuel dealers,Fuel & Gasoline,2320.0
5447,10,2015,722.0,Food services and drinking places,Restaurants & Bars,54032.0
5448,10,2015,7224.0,Drinking places,Restaurants & Bars,1925.0
5449,10,2015,7225.0,Restaurants and other eating places,Restaurants & Bars,46422.0
5450,10,2015,722511.0,Full service restaurants,Restaurants & Bars,23332.0
5451,10,2015,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,23090.0
5452,11,2015,441.0,Motor vehicle and parts dealers,Automotive,84896.0
5453,11,2015,"4411,4412",Automobile and other motor vehicle dealers,Automotive,77548.0
5454,11,2015,4411.0,Automobile dealers,Automotive,73840.0
5455,11,2015,44111.0,New car dealers,Automotive,66459.0
5456,11,2015,44112,Used car dealers,Automotive,7381.0
5457,11,2015,4413.0,"Automotive parts, acc., and tire stores",Automotive,7348.0
5458,11,2015,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19542.0
5459,11,2015,442.0,Furniture and home furnishings stores,Home Goods & Electronics,9617.0
5460,11,2015,4421.0,Furniture stores,Home Goods & Electronics,5054.0
5461,11,2015,4422.0,Home furnishings stores,Home Goods & Electronics,4563.0
5462,11,2015,44221.0,Floor covering stores,Home Goods & Electronics,1604.0
5463,11,2015,442299.0,All other home furnishings stores,Home Goods & Electronics,2843.0
5464,11,2015,443.0,Electronics and appliance stores,Home Goods & Electronics,9925.0
5465,11,2015,443141.0,Household appliance stores,Home Goods & Electronics,1550.0
5466,11,2015,443142.0,Electronics stores,Home Goods & Electronics,8375.0
5467,11,2015,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,26077.0
5468,11,2015,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,23110.0
5469,11,2015,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,767.0
5470,11,2015,44413.0,Hardware stores,Home Goods & Building Supplies,1891.0
5471,11,2015,445.0,Food and beverage stores,Food & Beverage,57089.0
5472,11,2015,4451.0,Grocery stores,Food & Beverage,51133.0
5473,11,2015,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,49137.0
5474,11,2015,4453.0,"Beer, wine, and liquor stores",Food & Beverage,4135.0
5475,11,2015,446.0,Health and personal care stores,Health & Personal Care,25315.0
5476,11,2015,44611.0,Pharmacies and drug stores,Health & Personal Care,21127.0
5477,11,2015,447.0,Gasoline stations,Fuel & Gasoline,34063.0
5478,11,2015,448.0,Clothing and clothing access. stores,Fashion & Accessories,23175.0
5479,11,2015,4481.0,Clothing stores,Fashion & Accessories,17457.0
5480,11,2015,44811.0,Men's clothing stores,Fashion & Accessories,808.0
5481,11,2015,44812.0,Women's clothing stores,Fashion & Accessories,3619.0
5482,11,2015,44814.0,Family clothing stores,Fashion & Accessories,9834.0
5483,11,2015,44819.0,Other clothing stores,Fashion & Accessories,1422.0
5484,11,2015,4482.0,Shoe stores,Fashion & Accessories,2913.0
5485,11,2015,44831.0,Jewelry stores,Fashion & Accessories,2579.0
5486,11,2015,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7591.0
5487,11,2015,45111.0,Sporting goods stores,Sports & Recreation,3879.0
5488,11,2015,45112.0,"Hobby, toy, and game stores",Sports & Recreation,2166.0
5489,11,2015,451211.0,Book stores,Sports & Recreation,714.0
5490,11,2015,452.0,General merchandise stores,General Merchandise,62220.0
5491,11,2015,4521.0,Department stores,General Merchandise,16460.0
5492,11,2015,452111.0,Department stores(excl. discount department stores),General Merchandise,6011.0
5493,11,2015,452112.0,Discount dept. stores,General Merchandise,10449.0
5494,11,2015,4529.0,Other general merchandise stores,General Merchandise,45760.0
5495,11,2015,45291.0,Warehouse clubs and superstores,Food & Beverage,39732.0
5496,11,2015,45299.0,All other gen. merchandise stores,General Merchandise,6028.0
5497,11,2015,453.0,Miscellaneous store retailers,Miscellaneous,9686.0
5498,11,2015,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2470.0
5499,11,2015,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1049.0
5500,11,2015,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1421.0
5501,11,2015,45330.0,Used merchandise stores,Miscellaneous,1327.0
5502,11,2015,454.0,Nonstore retailers,Miscellaneous,46404.0
5503,11,2015,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,40175.0
5504,11,2015,45431.0,Fuel dealers,Fuel & Gasoline,2395.0
5505,11,2015,722.0,Food services and drinking places,Restaurants & Bars,50189.0
5506,11,2015,7224.0,Drinking places,Restaurants & Bars,1819.0
5507,11,2015,7225.0,Restaurants and other eating places,Restaurants & Bars,43638.0
5508,11,2015,722511.0,Full service restaurants,Restaurants & Bars,21976.0
5509,11,2015,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,21662.0
5510,12,2015,441.0,Motor vehicle and parts dealers,Automotive,94001.0
5511,12,2015,"4411,4412",Automobile and other motor vehicle dealers,Automotive,86732.0
5512,12,2015,4411.0,Automobile dealers,Automotive,82313.0
5513,12,2015,44111.0,New car dealers,Automotive,75047.0
5514,12,2015,44112,Used car dealers,Automotive,7266.0
5515,12,2015,4413.0,"Automotive parts, acc., and tire stores",Automotive,7269.0
5516,12,2015,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,23434.0
5517,12,2015,442.0,Furniture and home furnishings stores,Home Goods & Electronics,11057.0
5518,12,2015,4421.0,Furniture stores,Home Goods & Electronics,5279.0
5519,12,2015,4422.0,Home furnishings stores,Home Goods & Electronics,5778.0
5520,12,2015,44221.0,Floor covering stores,Home Goods & Electronics,1697.0
5521,12,2015,442299.0,All other home furnishings stores,Home Goods & Electronics,3964.0
5522,12,2015,443.0,Electronics and appliance stores,Home Goods & Electronics,12377.0
5523,12,2015,443141.0,Household appliance stores,Home Goods & Electronics,1604.0
5524,12,2015,443142.0,Electronics stores,Home Goods & Electronics,10773.0
5525,12,2015,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,26234.0
5526,12,2015,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,22999.0
5527,12,2015,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,731.0
5528,12,2015,44413.0,Hardware stores,Home Goods & Building Supplies,1958.0
5529,12,2015,445.0,Food and beverage stores,Food & Beverage,62160.0
5530,12,2015,4451.0,Grocery stores,Food & Beverage,53846.0
5531,12,2015,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,51873.0
5532,12,2015,4453.0,"Beer, wine, and liquor stores",Food & Beverage,5634.0
5533,12,2015,446.0,Health and personal care stores,Health & Personal Care,30006.0
5534,12,2015,44611.0,Pharmacies and drug stores,Health & Personal Care,24619.0
5535,12,2015,447.0,Gasoline stations,Fuel & Gasoline,33664.0
5536,12,2015,448.0,Clothing and clothing access. stores,Fashion & Accessories,33590.0
5537,12,2015,4481.0,Clothing stores,Fashion & Accessories,22927.0
5538,12,2015,44811.0,Men's clothing stores,Fashion & Accessories,1135.0
5539,12,2015,44812.0,Women's clothing stores,Fashion & Accessories,4811.0
5540,12,2015,44814.0,Family clothing stores,Fashion & Accessories,12610.0
5541,12,2015,44819.0,Other clothing stores,Fashion & Accessories,1946.0
5542,12,2015,4482.0,Shoe stores,Fashion & Accessories,4144.0
5543,12,2015,44831.0,Jewelry stores,Fashion & Accessories,6044.0
5544,12,2015,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,12083.0
5545,12,2015,45111.0,Sporting goods stores,Sports & Recreation,6212.0
5546,12,2015,45112.0,"Hobby, toy, and game stores",Sports & Recreation,3572.0
5547,12,2015,451211.0,Book stores,Sports & Recreation,1298.0
5548,12,2015,452.0,General merchandise stores,General Merchandise,76960.0
5549,12,2015,4521.0,Department stores,General Merchandise,23210.0
5550,12,2015,452111.0,Department stores(excl. discount department stores),General Merchandise,9271.0
5551,12,2015,452112.0,Discount dept. stores,General Merchandise,13939.0
5552,12,2015,4529.0,Other general merchandise stores,General Merchandise,53750.0
5553,12,2015,45291.0,Warehouse clubs and superstores,Food & Beverage,46079.0
5554,12,2015,45299.0,All other gen. merchandise stores,General Merchandise,7671.0
5555,12,2015,453.0,Miscellaneous store retailers,Miscellaneous,11156.0
5556,12,2015,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,3580.0
5557,12,2015,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1256.0
5558,12,2015,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,2324.0
5559,12,2015,45330.0,Used merchandise stores,Miscellaneous,1354.0
5560,12,2015,454.0,Nonstore retailers,Miscellaneous,60747.0
5561,12,2015,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,53731.0
5562,12,2015,45431.0,Fuel dealers,Fuel & Gasoline,2835.0
5563,12,2015,722.0,Food services and drinking places,Restaurants & Bars,54554.0
5564,12,2015,7224.0,Drinking places,Restaurants & Bars,1944.0
5565,12,2015,7225.0,Restaurants and other eating places,Restaurants & Bars,47927.0
5566,12,2015,722511.0,Full service restaurants,Restaurants & Bars,24848.0
5567,12,2015,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,23079.0
5568,1,2014,441.0,Motor vehicle and parts dealers,Automotive,70742.0
5569,1,2014,"4411,4412",Automobile and other motor vehicle dealers,Automotive,64100.0
5570,1,2014,4411.0,Automobile dealers,Automotive,60930.0
5571,1,2014,44111.0,New car dealers,Automotive,54761.0
5572,1,2014,44112,Used car dealers,Automotive,6169.0
5573,1,2014,4413.0,"Automotive parts, acc., and tire stores",Automotive,6642.0
5574,1,2014,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15135.0
5575,1,2014,442.0,Furniture and home furnishings stores,Home Goods & Electronics,7257.0
5576,1,2014,4421.0,Furniture stores,Home Goods & Electronics,3947.0
5577,1,2014,4422.0,Home furnishings stores,Home Goods & Electronics,3310.0
5578,1,2014,44221.0,Floor covering stores,Home Goods & Electronics,1281.0
5579,1,2014,442299.0,All other home furnishings stores,Home Goods & Electronics,1929.0
5580,1,2014,443.0,Electronics and appliance stores,Home Goods & Electronics,7878.0
5581,1,2014,443141.0,Household appliance stores,Home Goods & Electronics,1262.0
5582,1,2014,443142.0,Electronics stores,Home Goods & Electronics,6616.0
5583,1,2014,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,19682.0
5584,1,2014,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,17514.0
5585,1,2014,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,626.0
5586,1,2014,44413.0,Hardware stores,Home Goods & Building Supplies,1663.0
5587,1,2014,445.0,Food and beverage stores,Food & Beverage,54128.0
5588,1,2014,4451.0,Grocery stores,Food & Beverage,49275.0
5589,1,2014,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,47421.0
5590,1,2014,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3333.0
5591,1,2014,446.0,Health and personal care stores,Health & Personal Care,23854.0
5592,1,2014,44611.0,Pharmacies and drug stores,Health & Personal Care,20374.0
5593,1,2014,447.0,Gasoline stations,Fuel & Gasoline,42651.0
5594,1,2014,448.0,Clothing and clothing access. stores,Fashion & Accessories,15232.0
5595,1,2014,4481.0,Clothing stores,Fashion & Accessories,11111.0
5596,1,2014,44811.0,Men's clothing stores,Fashion & Accessories,593.0
5597,1,2014,44812.0,Women's clothing stores,Fashion & Accessories,2448.0
5598,1,2014,44814.0,Family clothing stores,Fashion & Accessories,5698.0
5599,1,2014,44819.0,Other clothing stores,Fashion & Accessories,1185.0
5600,1,2014,4482.0,Shoe stores,Fashion & Accessories,2019.0
5601,1,2014,44831.0,Jewelry stores,Fashion & Accessories,1898.0
5602,1,2014,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5956.0
5603,1,2014,45111.0,Sporting goods stores,Sports & Recreation,2721.0
5604,1,2014,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1018.0
5605,1,2014,451211.0,Book stores,Sports & Recreation,1473.0
5606,1,2014,452.0,General merchandise stores,General Merchandise,47520.0
5607,1,2014,4521.0,Department stores,General Merchandise,10624.0
5608,1,2014,452111.0,Department stores(excl. discount department stores),General Merchandise,3414.0
5609,1,2014,452112.0,Discount dept. stores,General Merchandise,7210.0
5610,1,2014,4529.0,Other general merchandise stores,General Merchandise,36896.0
5611,1,2014,45291.0,Warehouse clubs and superstores,Food & Beverage,32388.0
5612,1,2014,45299.0,All other gen. merchandise stores,General Merchandise,4508.0
5613,1,2014,453.0,Miscellaneous store retailers,Miscellaneous,8094.0
5614,1,2014,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2476.0
5615,1,2014,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1475.0
5616,1,2014,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1001.0
5617,1,2014,45330.0,Used merchandise stores,Miscellaneous,1092.0
5618,1,2014,454.0,Nonstore retailers,Miscellaneous,37482.0
5619,1,2014,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,27448.0
5620,1,2014,45431.0,Fuel dealers,Fuel & Gasoline,6632.0
5621,1,2014,722.0,Food services and drinking places,Restaurants & Bars,42933.0
5622,1,2014,7224.0,Drinking places,Restaurants & Bars,1643.0
5623,1,2014,7225.0,Restaurants and other eating places,Restaurants & Bars,37571.0
5624,1,2014,722511.0,Full service restaurants,Restaurants & Bars,19602.0
5625,1,2014,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,17969.0
5626,2,2014,441.0,Motor vehicle and parts dealers,Automotive,75369.0
5627,2,2014,"4411,4412",Automobile and other motor vehicle dealers,Automotive,68665.0
5628,2,2014,4411.0,Automobile dealers,Automotive,64684.0
5629,2,2014,44111.0,New car dealers,Automotive,56522.0
5630,2,2014,44112,Used car dealers,Automotive,8162.0
5631,2,2014,4413.0,"Automotive parts, acc., and tire stores",Automotive,6704.0
5632,2,2014,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15144.0
5633,2,2014,442.0,Furniture and home furnishings stores,Home Goods & Electronics,7286.0
5634,2,2014,4421.0,Furniture stores,Home Goods & Electronics,4114.0
5635,2,2014,4422.0,Home furnishings stores,Home Goods & Electronics,3172.0
5636,2,2014,44221.0,Floor covering stores,Home Goods & Electronics,1247.0
5637,2,2014,442299.0,All other home furnishings stores,Home Goods & Electronics,1823.0
5638,2,2014,443.0,Electronics and appliance stores,Home Goods & Electronics,7858.0
5639,2,2014,443141.0,Household appliance stores,Home Goods & Electronics,1276.0
5640,2,2014,443142.0,Electronics stores,Home Goods & Electronics,6582.0
5641,2,2014,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,18792.0
5642,2,2014,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,16672.0
5643,2,2014,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,620.0
5644,2,2014,44413.0,Hardware stores,Home Goods & Building Supplies,1569.0
5645,2,2014,445.0,Food and beverage stores,Food & Beverage,49987.0
5646,2,2014,4451.0,Grocery stores,Food & Beverage,45225.0
5647,2,2014,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,43368.0
5648,2,2014,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3261.0
5649,2,2014,446.0,Health and personal care stores,Health & Personal Care,22483.0
5650,2,2014,44611.0,Pharmacies and drug stores,Health & Personal Care,18891.0
5651,2,2014,447.0,Gasoline stations,Fuel & Gasoline,40673.0
5652,2,2014,448.0,Clothing and clothing access. stores,Fashion & Accessories,17566.0
5653,2,2014,4481.0,Clothing stores,Fashion & Accessories,12131.0
5654,2,2014,44811.0,Men's clothing stores,Fashion & Accessories,660.0
5655,2,2014,44812.0,Women's clothing stores,Fashion & Accessories,2798.0
5656,2,2014,44814.0,Family clothing stores,Fashion & Accessories,6251.0
5657,2,2014,44819.0,Other clothing stores,Fashion & Accessories,1136.0
5658,2,2014,4482.0,Shoe stores,Fashion & Accessories,2615.0
5659,2,2014,44831.0,Jewelry stores,Fashion & Accessories,2606.0
5660,2,2014,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5348.0
5661,2,2014,45111.0,Sporting goods stores,Sports & Recreation,2801.0
5662,2,2014,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1089.0
5663,2,2014,451211.0,Book stores,Sports & Recreation,723.0
5664,2,2014,452.0,General merchandise stores,General Merchandise,49092.0
5665,2,2014,4521.0,Department stores,General Merchandise,11631.0
5666,2,2014,452111.0,Department stores(excl. discount department stores),General Merchandise,4019.0
5667,2,2014,452112.0,Discount dept. stores,General Merchandise,7612.0
5668,2,2014,4529.0,Other general merchandise stores,General Merchandise,37461.0
5669,2,2014,45291.0,Warehouse clubs and superstores,Food & Beverage,32619.0
5670,2,2014,45299.0,All other gen. merchandise stores,General Merchandise,4842.0
5671,2,2014,453.0,Miscellaneous store retailers,Miscellaneous,8172.0
5672,2,2014,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2401.0
5673,2,2014,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1280.0
5674,2,2014,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1121.0
5675,2,2014,45330.0,Used merchandise stores,Miscellaneous,1138.0
5676,2,2014,454.0,Nonstore retailers,Miscellaneous,34855.0
5677,2,2014,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,25691.0
5678,2,2014,45431.0,Fuel dealers,Fuel & Gasoline,5835.0
5679,2,2014,722.0,Food services and drinking places,Restaurants & Bars,42898.0
5680,2,2014,7224.0,Drinking places,Restaurants & Bars,1627.0
5681,2,2014,7225.0,Restaurants and other eating places,Restaurants & Bars,37334.0
5682,2,2014,722511.0,Full service restaurants,Restaurants & Bars,19644.0
5683,2,2014,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,17690.0
5684,3,2014,441.0,Motor vehicle and parts dealers,Automotive,90975.0
5685,3,2014,"4411,4412",Automobile and other motor vehicle dealers,Automotive,83493.0
5686,3,2014,4411.0,Automobile dealers,Automotive,78044.0
5687,3,2014,44111.0,New car dealers,Automotive,69328.0
5688,3,2014,44112,Used car dealers,Automotive,8716.0
5689,3,2014,4413.0,"Automotive parts, acc., and tire stores",Automotive,7482.0
5690,3,2014,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16338.0
5691,3,2014,442.0,Furniture and home furnishings stores,Home Goods & Electronics,8174.0
5692,3,2014,4421.0,Furniture stores,Home Goods & Electronics,4640.0
5693,3,2014,4422.0,Home furnishings stores,Home Goods & Electronics,3534.0
5694,3,2014,44221.0,Floor covering stores,Home Goods & Electronics,1412.0
5695,3,2014,442299.0,All other home furnishings stores,Home Goods & Electronics,2006.0
5696,3,2014,443.0,Electronics and appliance stores,Home Goods & Electronics,8164.0
5697,3,2014,443141.0,Household appliance stores,Home Goods & Electronics,1406.0
5698,3,2014,443142.0,Electronics stores,Home Goods & Electronics,6758.0
5699,3,2014,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,24094.0
5700,3,2014,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,20534.0
5701,3,2014,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,796.0
5702,3,2014,44413.0,Hardware stores,Home Goods & Building Supplies,1864.0
5703,3,2014,445.0,Food and beverage stores,Food & Beverage,54391.0
5704,3,2014,4451.0,Grocery stores,Food & Beverage,49148.0
5705,3,2014,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,47067.0
5706,3,2014,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3597.0
5707,3,2014,446.0,Health and personal care stores,Health & Personal Care,24301.0
5708,3,2014,44611.0,Pharmacies and drug stores,Health & Personal Care,20213.0
5709,3,2014,447.0,Gasoline stations,Fuel & Gasoline,46392.0
5710,3,2014,448.0,Clothing and clothing access. stores,Fashion & Accessories,20136.0
5711,3,2014,4481.0,Clothing stores,Fashion & Accessories,14894.0
5712,3,2014,44811.0,Men's clothing stores,Fashion & Accessories,729.0
5713,3,2014,44812.0,Women's clothing stores,Fashion & Accessories,3516.0
5714,3,2014,44814.0,Family clothing stores,Fashion & Accessories,7785.0
5715,3,2014,44819.0,Other clothing stores,Fashion & Accessories,1308.0
5716,3,2014,4482.0,Shoe stores,Fashion & Accessories,2886.0
5717,3,2014,44831.0,Jewelry stores,Fashion & Accessories,2155.0
5718,3,2014,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6238.0
5719,3,2014,45111.0,Sporting goods stores,Sports & Recreation,3550.0
5720,3,2014,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1220.0
5721,3,2014,451211.0,Book stores,Sports & Recreation,676.0
5722,3,2014,452.0,General merchandise stores,General Merchandise,54217.0
5723,3,2014,4521.0,Department stores,General Merchandise,13283.0
5724,3,2014,452111.0,Department stores(excl. discount department stores),General Merchandise,4594.0
5725,3,2014,452112.0,Discount dept. stores,General Merchandise,8689.0
5726,3,2014,4529.0,Other general merchandise stores,General Merchandise,40934.0
5727,3,2014,45291.0,Warehouse clubs and superstores,Food & Beverage,35794.0
5728,3,2014,45299.0,All other gen. merchandise stores,General Merchandise,5140.0
