,month,year,naics_Code,kind_of_business,industry,sales
31,1,2022,44819,Other clothing stores,Fashion & Accessories,1277
32,1,2022,4482,Shoe stores,Fashion & Accessories,2218
33,1,2022,44831,Jewelry stores,Fashion & Accessories,
34,1,2022,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7270
35,1,2022,45111,Sporting goods stores,Sports & Recreation,4071
36,1,2022,45112,"Hobby, toy, and game stores",Sports & Recreation,1626
37,1,2022,451211,Book stores,Sports & Recreation,860
38,1,2022,452,General merchandise stores,General Merchandise,60884
39,1,2022,4521,Department stores,General Merchandise,8799
40,1,2022,452111,Department stores(excl. discount department stores),General Merchandise,1702
41,1,2022,452112,Discount dept. stores,General Merchandise,7097
42,1,2022,4529,Other general merchandise stores,General Merchandise,52085
43,1,2022,45291,Warehouse clubs and superstores,Food & Beverage,45340
44,1,2022,45299,All other gen. merchandise stores,General Merchandise,6745
45,1,2022,453,Miscellaneous store retailers,Miscellaneous,12496
46,1,2022,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,1871
47,1,2022,45321,Office supplies and stationery stores,Office Supplies & Gifts,824
48,1,2022,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1047
49,1,2022,45330,Used merchandise stores,Miscellaneous,1649
50,1,2022,454,Nonstore retailers,Miscellaneous,98618
51,1,2022,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,87596
52,1,2022,45431,Fuel dealers,Fuel & Gasoline,5479
53,1,2022,722,Food services and drinking places,Restaurants & Bars,69815
54,1,2022,7224,Drinking places,Restaurants & Bars,
55,1,2022,7225,Restaurants and other eating places,Restaurants & Bars,62002
56,1,2022,722511,Full service restaurants,Restaurants & Bars,
57,1,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,31383
58,2,2022,441,Motor vehicle and parts dealers,Automotive,116991
59,2,2022,"44,114,412",Automobile and other motor vehicle dealers,Automotive,108112
60,2,2022,4411,Automobile dealers,Automotive,99008
61,2,2022,44111,New car dealers,Automotive,86147
62,2,2022,44112,Used car dealers,Automotive,12861
63,2,2022,4413,"Automotive parts, acc., and tire stores",Automotive,8879
64,2,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17111
65,2,2022,442,Furniture and home furnishings stores,Home Goods & Electronics,10685
66,2,2022,4421,Furniture stores,Home Goods & Electronics,5996
67,2,2022,4422,Home furnishings stores,Home Goods & Electronics,
68,2,2022,44221,Floor covering stores,Home Goods & Electronics,
69,2,2022,442299,All other home furnishings stores,Home Goods & Electronics,
70,2,2022,443,Electronics and appliance stores,Home Goods & Electronics,6426
71,2,2022,443141,Household appliance stores,Home Goods & Electronics,1564
72,2,2022,443142,Electronics stores,Home Goods & Electronics,4862
73,2,2022,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,33529
74,2,2022,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,29463
75,2,2022,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1096
76,2,2022,44413,Hardware stores,Home Goods & Building Supplies,2631
77,2,2022,445,Food and beverage stores,Food & Beverage,69315
78,2,2022,4451,Grocery stores,Food & Beverage,62339
79,2,2022,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,59584
80,2,2022,4453,"Beer, wine, and liquor stores",Food & Beverage,5057
81,2,2022,446,Health and personal care stores,Health & Personal Care,29947
82,2,2022,44611,Pharmacies and drug stores,Health & Personal Care,24847
83,2,2022,447,Gasoline stations,Fuel & Gasoline,49575
84,2,2022,448,Clothing and clothing access. stores,Fashion & Accessories,20509
85,2,2022,4481,Clothing stores,Fashion & Accessories,13204
86,2,2022,44811,Men's clothing stores,Fashion & Accessories,
87,2,2022,44812,Women's clothing stores,Fashion & Accessories,2729
88,2,2022,44814,Family clothing stores,Fashion & Accessories,7054
89,2,2022,44819,Other clothing stores,Fashion & Accessories,1245
90,2,2022,4482,Shoe stores,Fashion & Accessories,2639
91,2,2022,44831,Jewelry stores,Fashion & Accessories,
92,2,2022,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7142
93,2,2022,45111,Sporting goods stores,Sports & Recreation,4201
94,2,2022,45112,"Hobby, toy, and game stores",Sports & Recreation,1671
95,2,2022,451211,Book stores,Sports & Recreation,550
96,2,2022,452,General merchandise stores,General Merchandise,56575
97,2,2022,4521,Department stores,General Merchandise,8983
98,2,2022,452111,Department stores(excl. discount department stores),General Merchandise,2193
99,2,2022,452112,Discount dept. stores,General Merchandise,6790
100,2,2022,4529,Other general merchandise stores,General Merchandise,47592
101,2,2022,45291,Warehouse clubs and superstores,Food & Beverage,40730
102,2,2022,45299,All other gen. merchandise stores,General Merchandise,6862
103,2,2022,453,Miscellaneous store retailers,Miscellaneous,12836
104,2,2022,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,1941
105,2,2022,45321,Office supplies and stationery stores,Office Supplies & Gifts,755
106,2,2022,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1186
107,2,2022,45330,Used merchandise stores,Miscellaneous,1712
108,2,2022,454,Nonstore retailers,Miscellaneous,92870
109,2,2022,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,82090
110,2,2022,45431,Fuel dealers,Fuel & Gasoline,5371
111,2,2022,722,Food services and drinking places,Restaurants & Bars,72739
112,2,2022,7224,Drinking places,Restaurants & Bars,
113,2,2022,7225,Restaurants and other eating places,Restaurants & Bars,63755
114,2,2022,722511,Full service restaurants,Restaurants & Bars,
115,2,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,31162
116,3,2022,441,Motor vehicle and parts dealers,Automotive,140108
117,3,2022,"44,114,412",Automobile and other motor vehicle dealers,Automotive,129327
118,3,2022,4411,Automobile dealers,Automotive,117183
119,3,2022,44111,New car dealers,Automotive,101277
120,3,2022,44112,Used car dealers,Automotive,15906
121,3,2022,4413,"Automotive parts, acc., and tire stores",Automotive,10781
122,3,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,20160
123,3,2022,442,Furniture and home furnishings stores,Home Goods & Electronics,12533
124,3,2022,4421,Furniture stores,Home Goods & Electronics,6978
125,3,2022,4422,Home furnishings stores,Home Goods & Electronics,
126,3,2022,44221,Floor covering stores,Home Goods & Electronics,
127,3,2022,442299,All other home furnishings stores,Home Goods & Electronics,
128,3,2022,443,Electronics and appliance stores,Home Goods & Electronics,7627
129,3,2022,443141,Household appliance stores,Home Goods & Electronics,1809
130,3,2022,443142,Electronics stores,Home Goods & Electronics,5818
131,3,2022,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,44478
132,3,2022,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,38803
133,3,2022,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1424
134,3,2022,44413,Hardware stores,Home Goods & Building Supplies,3252
135,3,2022,445,Food and beverage stores,Food & Beverage,76325
136,3,2022,4451,Grocery stores,Food & Beverage,68614
137,3,2022,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,65494
138,3,2022,4453,"Beer, wine, and liquor stores",Food & Beverage,5590
139,3,2022,446,Health and personal care stores,Health & Personal Care,33648
140,3,2022,44611,Pharmacies and drug stores,Health & Personal Care,27579
141,3,2022,447,Gasoline stations,Fuel & Gasoline,64397
142,3,2022,448,Clothing and clothing access. stores,Fashion & Accessories,25622
143,3,2022,4481,Clothing stores,Fashion & Accessories,17506
144,3,2022,44811,Men's clothing stores,Fashion & Accessories,
145,3,2022,44812,Women's clothing stores,Fashion & Accessories,3658
146,3,2022,44814,Family clothing stores,Fashion & Accessories,9583
147,3,2022,44819,Other clothing stores,Fashion & Accessories,1484
148,3,2022,4482,Shoe stores,Fashion & Accessories,3515
149,3,2022,44831,Jewelry stores,Fashion & Accessories,
150,3,2022,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8748
151,3,2022,45111,Sporting goods stores,Sports & Recreation,5501
152,3,2022,45112,"Hobby, toy, and game stores",Sports & Recreation,1871
153,3,2022,451211,Book stores,Sports & Recreation,576
154,3,2022,452,General merchandise stores,General Merchandise,67648
155,3,2022,4521,Department stores,General Merchandise,10541
156,3,2022,452111,Department stores(excl. discount department stores),General Merchandise,2472
157,3,2022,452112,Discount dept. stores,General Merchandise,8069
158,3,2022,4529,Other general merchandise stores,General Merchandise,57107
159,3,2022,45291,Warehouse clubs and superstores,Food & Beverage,49023
160,3,2022,45299,All other gen. merchandise stores,General Merchandise,8084
161,3,2022,453,Miscellaneous store retailers,Miscellaneous,15191
162,3,2022,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2370
163,3,2022,45321,Office supplies and stationery stores,Office Supplies & Gifts,878
164,3,2022,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1492
165,3,2022,45330,Used merchandise stores,Miscellaneous,2187
166,3,2022,454,Nonstore retailers,Miscellaneous,100752
167,3,2022,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,88881
168,3,2022,45431,Fuel dealers,Fuel & Gasoline,5024
169,3,2022,722,Food services and drinking places,Restaurants & Bars,84777
170,3,2022,7224,Drinking places,Restaurants & Bars,
171,3,2022,7225,Restaurants and other eating places,Restaurants & Bars,74083
172,3,2022,722511,Full service restaurants,Restaurants & Bars,
173,3,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,36396
174,4,2022,441,Motor vehicle and parts dealers,Automotive,137296
175,4,2022,"44,114,412",Automobile and other motor vehicle dealers,Automotive,126870
176,4,2022,4411,Automobile dealers,Automotive,114762
177,4,2022,44111,New car dealers,Automotive,100066
178,4,2022,44112,Used car dealers,Automotive,14696
179,4,2022,4413,"Automotive parts, acc., and tire stores",Automotive,10426
180,4,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19277
181,4,2022,442,Furniture and home furnishings stores,Home Goods & Electronics,12197
182,4,2022,4421,Furniture stores,Home Goods & Electronics,6721
183,4,2022,4422,Home furnishings stores,Home Goods & Electronics,
184,4,2022,44221,Floor covering stores,Home Goods & Electronics,
185,4,2022,442299,All other home furnishings stores,Home Goods & Electronics,
186,4,2022,443,Electronics and appliance stores,Home Goods & Electronics,7080
187,4,2022,443141,Household appliance stores,Home Goods & Electronics,1731
188,4,2022,443142,Electronics stores,Home Goods & Electronics,5349
189,4,2022,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,46152
190,4,2022,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,39589
191,4,2022,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1386
192,4,2022,44413,Hardware stores,Home Goods & Building Supplies,3479
193,4,2022,445,Food and beverage stores,Food & Beverage,76368
194,4,2022,4451,Grocery stores,Food & Beverage,68404
195,4,2022,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,65091
196,4,2022,4453,"Beer, wine, and liquor stores",Food & Beverage,5710
197,4,2022,446,Health and personal care stores,Health & Personal Care,32435
198,4,2022,44611,Pharmacies and drug stores,Health & Personal Care,26772
199,4,2022,447,Gasoline stations,Fuel & Gasoline,64776
200,4,2022,448,Clothing and clothing access. stores,Fashion & Accessories,25904
201,4,2022,4481,Clothing stores,Fashion & Accessories,17794
202,4,2022,44811,Men's clothing stores,Fashion & Accessories,
203,4,2022,44812,Women's clothing stores,Fashion & Accessories,3628
204,4,2022,44814,Family clothing stores,Fashion & Accessories,9716
205,4,2022,44819,Other clothing stores,Fashion & Accessories,1506
206,4,2022,4482,Shoe stores,Fashion & Accessories,3361
207,4,2022,44831,Jewelry stores,Fashion & Accessories,
208,4,2022,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8733
209,4,2022,45111,Sporting goods stores,Sports & Recreation,5431
210,4,2022,45112,"Hobby, toy, and game stores",Sports & Recreation,1886
211,4,2022,451211,Book stores,Sports & Recreation,634
212,4,2022,452,General merchandise stores,General Merchandise,65483
213,4,2022,4521,Department stores,General Merchandise,10702
214,4,2022,452111,Department stores(excl. discount department stores),General Merchandise,2628
215,4,2022,452112,Discount dept. stores,General Merchandise,8074
216,4,2022,4529,Other general merchandise stores,General Merchandise,54781
217,4,2022,45291,Warehouse clubs and superstores,Food & Beverage,46432
218,4,2022,45299,All other gen. merchandise stores,General Merchandise,8349
219,4,2022,453,Miscellaneous store retailers,Miscellaneous,15685
220,4,2022,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2343
221,4,2022,45321,Office supplies and stationery stores,Office Supplies & Gifts,812
222,4,2022,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1531
223,4,2022,45330,Used merchandise stores,Miscellaneous,2086
224,4,2022,454,Nonstore retailers,Miscellaneous,102317
225,4,2022,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,92322
226,4,2022,45431,Fuel dealers,Fuel & Gasoline,3553
227,4,2022,722,Food services and drinking places,Restaurants & Bars,86931
228,4,2022,7224,Drinking places,Restaurants & Bars,
229,4,2022,7225,Restaurants and other eating places,Restaurants & Bars,75364
230,4,2022,722511,Full service restaurants,Restaurants & Bars,
231,4,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,36888
232,5,2022,441,Motor vehicle and parts dealers,Automotive,132017
233,5,2022,"44,114,412",Automobile and other motor vehicle dealers,Automotive,121308
234,5,2022,4411,Automobile dealers,Automotive,109724
235,5,2022,44111,New car dealers,Automotive,95567
236,5,2022,44112,Used car dealers,Automotive,14157
237,5,2022,4413,"Automotive parts, acc., and tire stores",Automotive,10709
238,5,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19252
239,5,2022,442,Furniture and home furnishings stores,Home Goods & Electronics,12180
240,5,2022,4421,Furniture stores,Home Goods & Electronics,6758
241,5,2022,4422,Home furnishings stores,Home Goods & Electronics,
242,5,2022,44221,Floor covering stores,Home Goods & Electronics,
243,5,2022,442299,All other home furnishings stores,Home Goods & Electronics,
244,5,2022,443,Electronics and appliance stores,Home Goods & Electronics,7072
245,5,2022,443141,Household appliance stores,Home Goods & Electronics,1791
246,5,2022,443142,Electronics stores,Home Goods & Electronics,5281
247,5,2022,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,50099
248,5,2022,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,42979
249,5,2022,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1494
250,5,2022,44413,Hardware stores,Home Goods & Building Supplies,3895
251,5,2022,445,Food and beverage stores,Food & Beverage,79628
252,5,2022,4451,Grocery stores,Food & Beverage,71460
253,5,2022,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,68066
254,5,2022,4453,"Beer, wine, and liquor stores",Food & Beverage,5919
255,5,2022,446,Health and personal care stores,Health & Personal Care,32952
256,5,2022,44611,Pharmacies and drug stores,Health & Personal Care,27158
257,5,2022,447,Gasoline stations,Fuel & Gasoline,72883
258,5,2022,448,Clothing and clothing access. stores,Fashion & Accessories,26831
259,5,2022,4481,Clothing stores,Fashion & Accessories,18360
260,5,2022,44811,Men's clothing stores,Fashion & Accessories,
261,5,2022,44812,Women's clothing stores,Fashion & Accessories,3704
262,5,2022,44814,Family clothing stores,Fashion & Accessories,10174
263,5,2022,44819,Other clothing stores,Fashion & Accessories,1383
264,5,2022,4482,Shoe stores,Fashion & Accessories,3485
265,5,2022,44831,Jewelry stores,Fashion & Accessories,
266,5,2022,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,8851
267,5,2022,45111,Sporting goods stores,Sports & Recreation,5545
268,5,2022,45112,"Hobby, toy, and game stores",Sports & Recreation,1855
269,5,2022,451211,Book stores,Sports & Recreation,664
270,5,2022,452,General merchandise stores,General Merchandise,68782
271,5,2022,4521,Department stores,General Merchandise,11026
272,5,2022,452111,Department stores(excl. discount department stores),General Merchandise,2815
273,5,2022,452112,Discount dept. stores,General Merchandise,8211
274,5,2022,4529,Other general merchandise stores,General Merchandise,57756
275,5,2022,45291,Warehouse clubs and superstores,Food & Beverage,48612
276,5,2022,45299,All other gen. merchandise stores,General Merchandise,9144
277,5,2022,453,Miscellaneous store retailers,Miscellaneous,17155
278,5,2022,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2626
279,5,2022,45321,Office supplies and stationery stores,Office Supplies & Gifts,790
280,5,2022,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1836
281,5,2022,45330,Used merchandise stores,Miscellaneous,2118
282,5,2022,454,Nonstore retailers,Miscellaneous,106024
283,5,2022,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,95798
284,5,2022,45431,Fuel dealers,Fuel & Gasoline,3492
285,5,2022,722,Food services and drinking places,Restaurants & Bars,90527
286,5,2022,7224,Drinking places,Restaurants & Bars,
287,5,2022,7225,Restaurants and other eating places,Restaurants & Bars,78567
288,5,2022,722511,Full service restaurants,Restaurants & Bars,
289,5,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,38701
290,6,2022,441,Motor vehicle and parts dealers,Automotive,132559
291,6,2022,"44,114,412",Automobile and other motor vehicle dealers,Automotive,121771
292,6,2022,4411,Automobile dealers,Automotive,109501
293,6,2022,44111,New car dealers,Automotive,95305
294,6,2022,44112,Used car dealers,Automotive,14196
295,6,2022,4413,"Automotive parts, acc., and tire stores",Automotive,10788
296,6,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18863
297,6,2022,442,Furniture and home furnishings stores,Home Goods & Electronics,11863
298,6,2022,4421,Furniture stores,Home Goods & Electronics,6692
299,6,2022,4422,Home furnishings stores,Home Goods & Electronics,
300,6,2022,44221,Floor covering stores,Home Goods & Electronics,
301,6,2022,442299,All other home furnishings stores,Home Goods & Electronics,
302,6,2022,443,Electronics and appliance stores,Home Goods & Electronics,7000
303,6,2022,443141,Household appliance stores,Home Goods & Electronics,1815
304,6,2022,443142,Electronics stores,Home Goods & Electronics,5185
305,6,2022,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,48211
306,6,2022,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,41870
307,6,2022,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1608
308,6,2022,44413,Hardware stores,Home Goods & Building Supplies,3839
309,6,2022,445,Food and beverage stores,Food & Beverage,79471
310,6,2022,4451,Grocery stores,Food & Beverage,71214
311,6,2022,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,67737
312,6,2022,4453,"Beer, wine, and liquor stores",Food & Beverage,6038
313,6,2022,446,Health and personal care stores,Health & Personal Care,33459
314,6,2022,44611,Pharmacies and drug stores,Health & Personal Care,27520
315,6,2022,447,Gasoline stations,Fuel & Gasoline,75341
316,6,2022,448,Clothing and clothing access. stores,Fashion & Accessories,25031
317,6,2022,4481,Clothing stores,Fashion & Accessories,17280
318,6,2022,44811,Men's clothing stores,Fashion & Accessories,
319,6,2022,44812,Women's clothing stores,Fashion & Accessories,3213
320,6,2022,44814,Family clothing stores,Fashion & Accessories,9933
321,6,2022,44819,Other clothing stores,Fashion & Accessories,1461
322,6,2022,4482,Shoe stores,Fashion & Accessories,3201
323,6,2022,44831,Jewelry stores,Fashion & Accessories,
324,6,2022,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,9288
325,6,2022,45111,Sporting goods stores,Sports & Recreation,6248
326,6,2022,45112,"Hobby, toy, and game stores",Sports & Recreation,1682
327,6,2022,451211,Book stores,Sports & Recreation,607
328,6,2022,452,General merchandise stores,General Merchandise,69304
329,6,2022,4521,Department stores,General Merchandise,10800
330,6,2022,452111,Department stores(excl. discount department stores),General Merchandise,2570
331,6,2022,452112,Discount dept. stores,General Merchandise,8230
332,6,2022,4529,Other general merchandise stores,General Merchandise,58504
333,6,2022,45291,Warehouse clubs and superstores,Food & Beverage,49897
334,6,2022,45299,All other gen. merchandise stores,General Merchandise,8607
335,6,2022,453,Miscellaneous store retailers,Miscellaneous,17004
336,6,2022,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2603
337,6,2022,45321,Office supplies and stationery stores,Office Supplies & Gifts,780
338,6,2022,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1823
339,6,2022,45330,Used merchandise stores,Miscellaneous,2067
340,6,2022,454,Nonstore retailers,Miscellaneous,101402
341,6,2022,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,91389
342,6,2022,45431,Fuel dealers,Fuel & Gasoline,3207
343,6,2022,722,Food services and drinking places,Restaurants & Bars,88002
344,6,2022,7224,Drinking places,Restaurants & Bars,
345,6,2022,7225,Restaurants and other eating places,Restaurants & Bars,76718
346,6,2022,722511,Full service restaurants,Restaurants & Bars,
347,6,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,38502
348,7,2022,441,Motor vehicle and parts dealers,Automotive,127665
349,7,2022,"44,114,412",Automobile and other motor vehicle dealers,Automotive,117211
350,7,2022,4411,Automobile dealers,Automotive,105693
351,7,2022,44111,New car dealers,Automotive,92026
352,7,2022,44112,Used car dealers,Automotive,13667
353,7,2022,4413,"Automotive parts, acc., and tire stores",Automotive,10454
354,7,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18880
355,7,2022,442,Furniture and home furnishings stores,Home Goods & Electronics,11865
356,7,2022,4421,Furniture stores,Home Goods & Electronics,6669
357,7,2022,4422,Home furnishings stores,Home Goods & Electronics,
358,7,2022,44221,Floor covering stores,Home Goods & Electronics,
359,7,2022,442299,All other home furnishings stores,Home Goods & Electronics,
360,7,2022,443,Electronics and appliance stores,Home Goods & Electronics,7015
361,7,2022,443141,Household appliance stores,Home Goods & Electronics,1726
362,7,2022,443142,Electronics stores,Home Goods & Electronics,5289
363,7,2022,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,43487
364,7,2022,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,38336
365,7,2022,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1470
366,7,2022,44413,Hardware stores,Home Goods & Building Supplies,3540
367,7,2022,445,Food and beverage stores,Food & Beverage,81426
368,7,2022,4451,Grocery stores,Food & Beverage,72953
369,7,2022,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,69440
370,7,2022,4453,"Beer, wine, and liquor stores",Food & Beverage,6220
371,7,2022,446,Health and personal care stores,Health & Personal Care,32430
372,7,2022,44611,Pharmacies and drug stores,Health & Personal Care,26913
373,7,2022,447,Gasoline stations,Fuel & Gasoline,74079
374,7,2022,448,Clothing and clothing access. stores,Fashion & Accessories,25214
375,7,2022,4481,Clothing stores,Fashion & Accessories,17495
376,7,2022,44811,Men's clothing stores,Fashion & Accessories,
377,7,2022,44812,Women's clothing stores,Fashion & Accessories,3177
378,7,2022,44814,Family clothing stores,Fashion & Accessories,10241
379,7,2022,44819,Other clothing stores,Fashion & Accessories,1444
380,7,2022,4482,Shoe stores,Fashion & Accessories,3442
381,7,2022,44831,Jewelry stores,Fashion & Accessories,
382,7,2022,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,9190
383,7,2022,45111,Sporting goods stores,Sports & Recreation,5944
384,7,2022,45112,"Hobby, toy, and game stores",Sports & Recreation,1845
385,7,2022,451211,Book stores,Sports & Recreation,646
386,7,2022,452,General merchandise stores,General Merchandise,69456
387,7,2022,4521,Department stores,General Merchandise,10799
388,7,2022,452111,Department stores(excl. discount department stores),General Merchandise,2397
389,7,2022,452112,Discount dept. stores,General Merchandise,8402
390,7,2022,4529,Other general merchandise stores,General Merchandise,58657
391,7,2022,45291,Warehouse clubs and superstores,Food & Beverage,50363
392,7,2022,45299,All other gen. merchandise stores,General Merchandise,8294
393,7,2022,453,Miscellaneous store retailers,Miscellaneous,16200
394,7,2022,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2845
395,7,2022,45321,Office supplies and stationery stores,Office Supplies & Gifts,875
396,7,2022,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1970
397,7,2022,45330,Used merchandise stores,Miscellaneous,2282
398,7,2022,454,Nonstore retailers,Miscellaneous,102719
399,7,2022,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,93574
400,7,2022,45431,Fuel dealers,Fuel & Gasoline,2553
401,7,2022,722,Food services and drinking places,Restaurants & Bars,89304
402,7,2022,7224,Drinking places,Restaurants & Bars,
403,7,2022,7225,Restaurants and other eating places,Restaurants & Bars,78939
404,7,2022,722511,Full service restaurants,Restaurants & Bars,
405,7,2022,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,39599
406,8,2022,441,Motor vehicle and parts dealers,Automotive,135891
407,8,2022,"44,114,412",Automobile and other motor vehicle dealers,Automotive,124722
408,8,2022,4411,Automobile dealers,Automotive,113755
409,8,2022,44111,New car dealers,Automotive,99049
410,8,2022,44112,Used car dealers,Automotive,14706
411,8,2022,4413,"Automotive parts, acc., and tire stores",Automotive,11169
412,8,2022,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,19758
413,8,2022,442,Furniture and home furnishings stores,Home Goods & Electronics,12534
414,8,2022,4421,Furniture stores,Home Goods & Electronics,6778
415,8,2022,4422,Home furnishings stores,Home Goods & Electronics,
416,8,2022,44221,Floor covering stores,Home Goods & Electronics,
417,8,2022,442299,All other home furnishings stores,Home Goods & Electronics,
418,8,2022,443,Electronics and appliance stores,Home Goods & Electronics,7224
419,8,2022,443141,Household appliance stores,Home Goods & Electronics,1831
420,8,2022,443142,Electronics stores,Home Goods & Electronics,5393
421,8,2022,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,45165
422,8,2022,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,39905
423,8,2022,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1594
